﻿year,quarter,region,area,level_of_edu,value,unit,source
2567,"ไตรมาส 1","5) ภาคใต้",รวม,"10. อุดมศึกษา สายวิชาการศึกษา",67.05,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาส 1","5) ภาคใต้",รวม,"11. อื่น ๆ",39.38,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาส 1","5) ภาคใต้",รวม,"12. ไม่ทราบ",84.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาส 1","5) ภาคใต้","1) ในเขตเทศบาล",รวม,67.48,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาส 1","5) ภาคใต้","1) ในเขตเทศบาล","01. ไม่มีการศึกษา",57.79,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาส 1","5) ภาคใต้","1) ในเขตเทศบาล","02. ต่ำกว่าประถมศึกษา",47.15,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาส 1","5) ภาคใต้","1) ในเขตเทศบาล","03. ประถมศึกษา",72.21,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาส 1","5) ภาคใต้","1) ในเขตเทศบาล","04. มัธยมศึกษาตอนต้น",61.47,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาส 1","5) ภาคใต้","1) ในเขตเทศบาล","05. มัธยมศึกษาตอนปลาย สายสามัญ",63.73,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาส 1","5) ภาคใต้","1) ในเขตเทศบาล","06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",64.41,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาส 1","5) ภาคใต้","1) ในเขตเทศบาล","07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา",66.67,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาส 1","5) ภาคใต้","1) ในเขตเทศบาล","08. อุดมศึกษา สายวิชาการ",84.57,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาส 1","5) ภาคใต้","1) ในเขตเทศบาล","09. อุดมศึกษา สายวิชาชีพ",82.97,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาส 1","5) ภาคใต้","1) ในเขตเทศบาล","10. อุดมศึกษา สายวิชาการศึกษา",62.82,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาส 1","5) ภาคใต้","1) ในเขตเทศบาล","11. อื่น ๆ",45.45,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาส 1","5) ภาคใต้","1) ในเขตเทศบาล","12. ไม่ทราบ",80.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาส 1","5) ภาคใต้","2) นอกเขตเทศบาล",รวม,68.51,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาส 1","5) ภาคใต้","2) นอกเขตเทศบาล","01. ไม่มีการศึกษา",38.26,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาส 1","5) ภาคใต้","2) นอกเขตเทศบาล","02. ต่ำกว่าประถมศึกษา",51.99,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาส 1","5) ภาคใต้","2) นอกเขตเทศบาล","03. ประถมศึกษา",74.65,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาส 1","5) ภาคใต้","2) นอกเขตเทศบาล","04. มัธยมศึกษาตอนต้น",61.68,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาส 1","5) ภาคใต้","2) นอกเขตเทศบาล","05. มัธยมศึกษาตอนปลาย สายสามัญ",76.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาส 1","5) ภาคใต้","2) นอกเขตเทศบาล","06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",79.92,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาส 1","5) ภาคใต้","2) นอกเขตเทศบาล","07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา",77.78,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาส 1","5) ภาคใต้","2) นอกเขตเทศบาล","08. อุดมศึกษา สายวิชาการ",81.83,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาส 1","5) ภาคใต้","2) นอกเขตเทศบาล","09. อุดมศึกษา สายวิชาชีพ",83.66,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาส 1","5) ภาคใต้","2) นอกเขตเทศบาล","10. อุดมศึกษา สายวิชาการศึกษา",69.99,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาส 1","5) ภาคใต้","2) นอกเขตเทศบาล","11. อื่น ๆ",38.93,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาส 1","5) ภาคใต้","2) นอกเขตเทศบาล","12. ไม่ทราบ",87.61,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาส 2",ทั่วราชอาณาจักร,รวม,รวม,66.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
